"157","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SurvivorDisbursements(Issued&Paid).sql","MANAGER  AC","192","ACTUARY"
"158","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Verifications\verifications_completed_by_user.sql","SUPERVISOR PV","198","PENSIONS_VERIFICATION"
"159","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\GetV3SystemAdministrators.sql","DEPARTMENT HEAD A","184","AUDIT"
"160","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\STB YTD Expenditure (Awarded).sql","MANAGER  AC","192","ACTUARY"
"161","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_All_Manuals.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"162","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\Contribution_Posting_Info.sql","MANAGER  AC","192","ACTUARY"
"163","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ReconManualChequesLTB.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"164","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytoolworkflow_steps_log.sql","CLAIMS OFFICER  STB","186","SHORT TERM BENEFIT"
"165","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\UEB_3rd_Party_Setup_to_Remove.sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"166","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\UnemploymentNextVerfDate.sql","DEPARTMENT HEAD CS","183","CUSTOMER SERVICE"
"167","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\STB_3rd_Party_Payments.sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"168","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\Employers_With_Multiple_Approved_Compliance_Agreements.sql","DEPARTMENT HEAD C","181","COMPLIANCE"
"169","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\Get_Pending_Disbursements_Claim_Year_Not_In_Current_Year.sql","SUPERVISOR STB","186","SHORT TERM BENEFIT"
"170","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Contributions\Confirm_Contribution_Workflows_Completed.sql","NON SUPERVISOR CP","182","CONTRIBUTION PROCESSING"
"171","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\STBDisbursements.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"172","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\ContributingEmployers.sql","MANAGER  AC","192","ACTUARY"
"173","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\ContributingEmployers.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"174","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsFuneral.sql","NON SUPERVISOR IT","185","IT"
"175","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsInjury.sql","NON SUPERVISOR IT","185","IT"
"176","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBDualBenefits.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"177","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\GetV3SystemAdministrators.sql","SUPERVISOR A","184","AUDIT"
"178","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Get_Surv_Duplicate_Dependents.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"179","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_Printed_Cheques.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"180","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(UEB_Continuous).sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"181","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_Overlapping_Manuals.sql","DEPARTMENT HEAD A","184","AUDIT"
"182","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\CARICOM_PENSIONERS.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"183","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\Non_Bahamians_less_than_Minimum_Wage(210).sql","EXECUTIVE - AUDIT  E","179","EXECUTIVE"
"184","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Employer_Demographics.sql","MANAGER  AC","192","ACTUARY"
"185","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Count_Benefits_Received.sql","Vitech User","200","VITECH USER"
"186","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Employer_Contributions(Industrial_Classification).sql","DIRECTOR  E","179","EXECUTIVE"
"187","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SE GOV UEA\get_all_apps_entered_after_all_industries_go_live.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"188","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SE GOV UEA\get_all_reissued_payments_in_check_run.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"189","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\UEBs returned for correction by 2nd checker.sql","DEPARTMENT HEAD A","184","AUDIT"
"190","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\Update_UEB_Last_Employer.sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"191","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Employer_Last_Posted_C10_Within_Date_Range.sql","MANAGER  AC","192","ACTUARY"
"192","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\DECEASED_CLAIMANTS_WITH_APPROVED_STREAMS.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"193","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\PENSIONERS_OVERDUE_FOR_VERIFICATION.sql","SUPERVISOR IT","185","IT"
"194","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Logged UEBs 3rd Party Set.sql","SUPERVISOR A","184","AUDIT"
"195","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Accounts\LTBDisbursementReconciliation.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"196","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\RetirementBenefits&AssistancesAwarded.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"197","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\InstallmentAgreementsPaid.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"198","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsSickness.sql","SUPERVISOR IT","185","IT"
"199","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsUnemployment.sql","SUPERVISOR IT","185","IT"
"200","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\GetAllV3Users.sql","DEPARTMENT HEAD A","184","AUDIT"
"201","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\LTB YTD Expenditure.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"202","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\Unemployment_Benefit_Awards.sql","MANAGER  AC","192","ACTUARY"
"203","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\Additional_Arrears.sql","MANAGER  AC","192","ACTUARY"
"204","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Contributions\Employer_Employee_Count.sql","DIRECTOR  E","179","EXECUTIVE"
"205","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Contributions\C10_Postings_By_User.sql","NON SUPERVISOR  FIU","194","FAMILY ISLAND USERS"
"206","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\workflow_steps_log.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"207","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Accounts\UEB_Extension(Different_Local_Offices).sql","SUPERVISOR - payments  AF","188","FINANCE & ACCOUNTING"
"208","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Over_The_Hill_Employers(Unit01,Area09,21,22,28).sql","MANAGER  AC","192","ACTUARY"
"209","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Installment_Agreements_Implemented.sql","DIRECTOR  E","179","EXECUTIVE"
"210","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceWorkflowDetails.sql","DEPARTMENT HEAD C","181","COMPLIANCE"
"211","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SE GOV UEA\get_all_duplicate_applications.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"212","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\Update_UEB_Last_Employer.sql","CLAIMS OFFICER  STB","186","SHORT TERM BENEFIT"
"213","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\Get_Pending_Disbursements_Claim_Year_Not_In_Current_Year.sql","CLAIMS OFFICER  STB","186","SHORT TERM BENEFIT"
"214","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\Get_Adjusted_C10s_By_UserID.sql","DEPARTMENT HEAD A","184","AUDIT"
"215","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\DBLAwarded(Employer).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"216","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsMaternity.sql","NON SUPERVISOR IT","185","IT"
"217","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsOancp.sql","SUPERVISOR IT","185","IT"
"218","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsRetirement.sql","NON SUPERVISOR IT","185","IT"
"219","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SBS(EnsureOnlyClaimsBefore1999ArePaidForLife).sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"220","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Supervisor\RegistrantsToGetFeedback.sql","SUPERVISOR R","160","REGISTRATION"
"221","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeNOTPaidDetails(STB).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"222","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(STB-New Claims).sql","EXECUTIVE - IT  E","179","EXECUTIVE"
"223","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeNOTPaidDetails(STB).sql","Vitech User","200","VITECH USER"
"224","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaidDetails(LTB).sql","Vitech User","200","VITECH USER"
"225","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeUntilPaid(LTB).sql","Vitech User","200","VITECH USER"
"226","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\Num_Payments_Entered_(IAG_Manager).sql","MANAGER  C","181","COMPLIANCE"
"227","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Count_Projected_Senior_Cards.sql","Vitech User","200","VITECH USER"
"228","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Lost_Stolen_Smart_Cards.sql","Vitech User","200","VITECH USER"
"229","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Spreadsheet_Natcha_Transactions_Paid_in_V3.sql","MANAGER  AC","192","ACTUARY"
"230","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\COVID19\Approved_COVID19_Eligibility_Check.sql","MANAGER  AC","192","ACTUARY"
"231","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Logged UEBs 3rd Party Set.sql","DEPARTMENT HEAD A","184","AUDIT"
"232","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\UEBs returned for correction by 2nd checker.sql","SUPERVISOR A","184","AUDIT"
"233","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\DECEASED_CLAIMANTS_WITH_APPROVED_STREAMS.sql","SUPERVISOR IT","185","IT"
"234","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\InstallmentAgreementsPaid.sql","MANAGER  AC","192","ACTUARY"
"235","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\LoggedClaimsSurvivors.sql","SUPERVISOR IT","185","IT"
"236","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\Audit_Duplicate_Account_Numbers.sql","DEPARTMENT HEAD A","184","AUDIT"
"237","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\LTB YTD Expenditure (Awarded).sql","MANAGER  AC","192","ACTUARY"
"238","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\STB YTD Expenditure (Awarded).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"239","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(IIB_Continuous).sql","MANAGER  HR","195","HUMAN RESOURCES"
"240","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeNOTPaidDetails(STB).sql","MANAGER  HR","195","HUMAN RESOURCES"
"241","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(UEB_Continuous).sql","Vitech User","200","VITECH USER"
"242","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(IIB_Continuous).sql","Vitech User","200","VITECH USER"
"243","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(SKB_Continuous).sql","MANAGER  HR","195","HUMAN RESOURCES"
"244","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(SKB_Continuous).sql","Vitech User","200","VITECH USER"
"245","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\2nd_Checker_GB_Abaco.sql","CLAIMS OFFICER  STB","186","SHORT TERM BENEFIT"
"246","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Count_Processed_Cards.sql","SUPERVISOR R","160","REGISTRATION"
"247","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Supervisor\RegistrantsToGetFeedback.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"248","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Count_Smart_Cards(Printed).sql","DIRECTOR  E","179","EXECUTIVE"
"249","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\IMF\ueb_claims_paid(by Island).sql","MANAGER  AC","192","ACTUARY"
"250","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SE GOV UEA\get_check_run_batch_totals.sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"251","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\Get_Disbursements_Claim_Year_Not_In_Current_Year.sql","CLAIMS OFFICER  STB","186","SHORT TERM BENEFIT"
"252","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\PENSIONERS_OVERDUE_FOR_VERIFICATION.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"253","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Customer Service\MOU_UEB_Claim_Registration_User_Log.sql","SUPERVISOR STB","186","SHORT TERM BENEFIT"
"254","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LtbProcessedClaims.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"255","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceCSLWorkflow.sql","MANAGER  C","181","COMPLIANCE"
"256","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\LTBDisbursements.sql","MANAGER  AC","192","ACTUARY"
"257","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\GetBlankDateOfAccident(Converted_DBL).sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"258","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBDualBenefits(Test).sql","NON SUPERVISOR IT","185","IT"
"259","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Supervisor\RegistrantsToGetFeedback.sql","SUPERVISOR FIU","194","FAMILY ISLAND USERS"
"260","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\Contribution_Posting_Info.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"261","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Budget\STB YTD Expenditure.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"262","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBClaimProductivity_Processed(Details).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"263","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SurvivorDisbursements(Issued&Paid).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"264","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\GrantsSuspended(UsingPaymentStreams).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"265","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytoolworkflow_steps_logLTB.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"266","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\CARICOM_PENSIONERS.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"267","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\CARICOM_PENSIONERS.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"268","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\Employer_Demographics_Statistics.sql","NON SUPERVISOR IT","185","IT"
"269","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\Employer_Demographics_Statistics.sql","SUPERVISOR IT","185","IT"
"270","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Manager\Employer_Demographics_Statistics.sql","EXECUTIVE - IT  E","179","EXECUTIVE"
"271","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Amount_Benefits_Paid.sql","Vitech User","200","VITECH USER"
"272","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Employer_Contributions(Industrial_Classification).sql","MANAGER  AC","192","ACTUARY"
"273","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Accounts\STB_3rd_Party_Payments_By_Period.sql","DEPARTMENT HEAD AF","188","FINANCE & ACCOUNTING"
"274","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Audit\postings_by_a_user.sql","DEPARTMENT HEAD A","184","AUDIT"
"275","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\UEBIssued.sql","MANAGER  AC","192","ACTUARY"
"276","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\LTBBenefits&AssistancesReceived.sql","MANAGER  AC","192","ACTUARY"
"277","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Annual Report\NewRegistrations(Employees).sql","MANAGER  AC","192","ACTUARY"
"278","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceWorkflowSummary.sql","MANAGER  C","181","COMPLIANCE"
"279","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Registration\Supervisor\ReplacementCardsCollectedByCustomers.sql","DEPARTMENT HEAD R","160","REGISTRATION"
"280","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Inspections_Completed.sql","DIRECTOR  E","179","EXECUTIVE"
"281","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\INV(withContributions).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"282","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Backlog Statistics\Overtime(4pm-10pm)_PostedC10s_Summary(#line items).sql","NON SUPERVISOR IT","185","IT"
"283","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\ESS\ESS C10 Payments.sql","DEPARTMENT HEAD CP","182","CONTRIBUTION PROCESSING"
"284","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\PENSIONERS_OVERDUE_FOR_VERIFICATION.sql","DIRECTOR  E","179","EXECUTIVE"
"285","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(STB-New Claims).sql","DEPARTMENT HEAD STB","186","SHORT TERM BENEFIT"
"286","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\Verifications_Completed.sql","DIRECTOR  E","179","EXECUTIVE"
"287","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Compliance\ComplianceEmployerRevenueByUnitArea.sql","MANAGER  C","181","COMPLIANCE"
"288","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBDualBenefits.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"289","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Actuary\Get_Surv_Duplicate_Dependents.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"290","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(MAB_Continuous).sql","DIRECTOR  E","179","EXECUTIVE"
"291","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(SKB_Continuous).sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"292","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Backlog Statistics\C10_Postings_NIBStaff.sql","DIRECTOR  E","179","EXECUTIVE"
"293","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeUntilPaid(IIB_Continuous).sql","EXECUTIVE - IT  E","179","EXECUTIVE"
"294","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeUntilPaid(LTB).sql","DIRECTOR  E","179","EXECUTIVE"
"295","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\IT\Backlog Statistics\C10_Postings_BacklogStaff.sql","DIRECTOR  E","179","EXECUTIVE"
"296","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBClaimProductivity_Processed(Average).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"297","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBClaimProductivity_Processed(Average).sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"298","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBClaimProductivity_Processed(Details).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"299","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\STBClaimProductivity_Processed(Average).sql","SUPERVISOR STB","186","SHORT TERM BENEFIT"
"300","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaid(LTB).sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"301","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaid(LTB).sql","DEPARTMENT HEAD LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"302","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Contributions\C10_Postings_By_User.sql","SUPERVISOR FIU","194","FAMILY ISLAND USERS"
"303","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_All_Manuals_In_Range.sql","EXECUTIVE - OPERATIONS   E","179","EXECUTIVE"
"304","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_All_Manuals_In_Range.sql","SUPERVISOR IT","185","IT"
"305","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_Printed_Cheques.sql","MANAGER  AC","192","ACTUARY"
"306","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Manual Cheque Recon\ManualCheques_Printed_Cheques.sql","DEPARTMENT HEAD A","184","AUDIT"
"307","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\Non_SURV_with_Multiple_Approved_Streams.sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"308","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\AverageTimeNOTPaid(LTB).sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"309","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\LTBDualBenefits.sql","NON SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
"310","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\STB\AverageTimeNOTPaid(STB).sql","Vitech User","200","VITECH USER"
"311","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Contributions\Duplicate_adjusted_c10_details.sql","MANAGER  C","181","COMPLIANCE"
"312","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Director\IMF\ueb_claims_awarded(by Island).sql","MANAGER  AC","192","ACTUARY"
"313","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Accounts\UEB_Extension(Different_Local_Offices).sql","DEPARTMENT HEAD AF","188","FINANCE & ACCOUNTING"
"314","\\nib-bahamas\nib_dfs\vitech\sql scripts\querytool\Benefits\LTB\SE GOV UEA\get_all_apps_pending_payment.sql","SUPERVISOR LTB","187","LONG TERM BENEFIT or CENTRAL BENEFIT"
